state,district,market,commodity,variety,arrival_date,min_price,max_price,modal_price
Kerala,Thirssur,Chelakkara,Coconut Seed,Other,07/19/2013,3400,3600,3500
Kerala,Thirssur,Chelakkara,Cowpea(Veg),Other,02/27/2021,2000,2200,2100
Kerala,Thirssur,Chelakkara,Cucumbar(Kheera),Other,09/13/2020,2200,2400,2300
Kerala,Thirssur,Chelakkara,Drumstick,Other,06/13/2016,3000,3300,3200
Kerala,Thirssur,Chelakkara,Duster Beans,Other,09/26/2017,3500,3800,3600
Kerala,Thirssur,Chelakkara,Elephant Yam (Suran),Other,07/19/2010,2500,2800,2600
Kerala,Thirssur,Chelakkara,Ginger(Green),Other,10/07/2023,8000,8400,8200
Kerala,Thirssur,Chelakkara,Green Chilli,Other,01/01/2025,2000,2200,2100
Kerala,Thirssur,Chelakkara,Mango (Raw-Ripe),Other,01/21/2001,2000,2200,2100
Kerala,Thirssur,Chelakkara,Onion,Other,02/12/2001,1800,2000,1900
Kerala,Thirssur,Chelakkara,Potato,Other,06/02/2013,2500,2800,2600
Kerala,Thirssur,Chelakkara,Pumpkin,Other,02/18/2011,1600,1800,1700
Kerala,Thirssur,Chelakkara,Snakeguard,Other,10/29/2021,1800,2000,1900
Kerala,Thirssur,Chelakkara,Tapioca,Other,10/03/2018,2400,2600,2500
Kerala,Thirssur,Chelakkara,Tomato,Other,05/25/2007,2000,2200,2100
Kerala,Thirssur,Irinjalakkuda,Ashgourd,Other,02/16/2007,2200,2200,2200
Kerala,Thirssur,Irinjalakkuda,Banana,Other,03/31/2013,6000,6000,6000
Kerala,Thirssur,Irinjalakkuda,Banana - Green,Other,12/06/2012,6200,6200,6200
Kerala,Thirssur,Irinjalakkuda,Beetroot,Other,05/04/2010,3000,3000,3000
Kerala,Thirssur,Irinjalakkuda,Bhindi(Ladies Finger),Other,08/07/2000,3200,3200,3200
Kerala,Thirssur,Irinjalakkuda,Bitter gourd,Other,01/13/2024,4000,4000,4000
Kerala,Thirssur,Irinjalakkuda,Bottle gourd,Other,02/24/2017,2400,2400,2400
Kerala,Thirssur,Irinjalakkuda,Brinjal,Other,08/28/2015,2500,2500,2500
Kerala,Thirssur,Irinjalakkuda,Cabbage,Other,10/29/2007,3000,3000,3000
Kerala,Thirssur,Irinjalakkuda,Carrot,Other,08/02/2001,3800,3800,3800
Kerala,Thirssur,Irinjalakkuda,Cauliflower,Other,10/08/2002,2700,2700,2700
Kerala,Thirssur,Irinjalakkuda,Coconut,Other,01/20/2012,4000,4000,4000
Kerala,Thirssur,Irinjalakkuda,Cowpea(Veg),Other,10/21/2010,3500,3500,3500
Kerala,Thirssur,Irinjalakkuda,Cucumbar(Kheera),Other,08/14/2003,2000,2000,2000
Kerala,Thirssur,Irinjalakkuda,Drumstick,Other,11/27/2005,2600,2600,2600
Kerala,Thirssur,Irinjalakkuda,Elephant Yam (Suran),Other,03/26/2021,2400,2400,2400
Kerala,Thirssur,Irinjalakkuda,Ginger(Green),Other,02/19/2010,4000,4000,4000
Kerala,Thirssur,Irinjalakkuda,Green Chilli,Other,04/13/2004,3500,3500,3500
Kerala,Thirssur,Irinjalakkuda,Indian Beans (Seam),Other,06/26/2019,4000,4000,4000
Kerala,Thirssur,Irinjalakkuda,Lemon,Other,07/02/2022,2000,2000,2000
Kerala,Thirssur,Irinjalakkuda,Mango,Other,09/20/2006,3500,3500,3500
Kerala,Thirssur,Irinjalakkuda,Onion,Other,04/03/2024,2500,2500,2500
Kerala,Thirssur,Irinjalakkuda,Potato,Other,05/15/2001,2400,2400,2400
Kerala,Thirssur,Irinjalakkuda,Pumpkin,Other,03/18/2005,3000,3000,3000
Kerala,Thirssur,Irinjalakkuda,Tapioca,Other,09/02/2023,4000,4000,4000
Kerala,Thirssur,Irinjalakkuda,Tomato,Other,07/06/2001,2000,2000,2000
Kerala,Thirssur,Kodungalloor,Ashgourd,Other,06/12/2004,850,850,850
Kerala,Thirssur,Kodungalloor,Banana - Green,Other,04/09/2007,3600,3600,3600
Kerala,Thirssur,Kodungalloor,Beetroot,Other,02/16/2014,2100,2200,2100
Kerala,Thirssur,Kodungalloor,Bhindi(Ladies Finger),Other,06/28/2025,2300,2300,2300
Kerala,Thirssur,Kodungalloor,Bitter gourd,Other,10/23/2024,3500,3600,3600
Kerala,Thirssur,Kodungalloor,Brinjal,Other,08/23/2024,1500,1500,1500
Kerala,Thirssur,Kodungalloor,Cabbage,Other,05/26/2018,2200,2200,2200
Kerala,Thirssur,Kodungalloor,Carrot,Other,03/09/2016,2300,2300,2300
Kerala,Thirssur,Kodungalloor,Drumstick,Other,12/07/2024,2400,2400,2400
Kerala,Thirssur,Kodungalloor,Elephant Yam (Suran),Other,05/11/2014,1400,1400,1400
Kerala,Thirssur,Kodungalloor,French Beans (Frasbean),Other,01/26/2016,3000,3000,3000
Kerala,Thirssur,Kodungalloor,Ginger(Green),Other,09/28/2021,7000,7000,7000
Kerala,Thirssur,Kodungalloor,Green Chilli,Other,08/20/2022,3700,3800,3800
Kerala,Thirssur,Kodungalloor,Mango (Raw-Ripe),Other,01/16/2005,3000,3000,3000
Kerala,Thirssur,Kodungalloor,Onion,Other,03/05/2015,950,1000,950
Kerala,Thirssur,Kodungalloor,Potato,Other,12/22/2001,1400,1400,1400
Kerala,Thirssur,Kodungalloor,Pumpkin,Other,04/27/2006,1100,1100,1100
Kerala,Thirssur,Kodungalloor,Sweet Potato,Other,08/13/2018,2200,2200,2200
Kerala,Thirssur,Kodungalloor,Tapioca,Other,09/29/2019,2000,2000,2000
Kerala,Thirssur,Kodungalloor,Tomato,Other,10/28/2016,1600,1600,1600
Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,07/29/2002,3800,4000,3900
Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,08/28/2009,3500,3700,3600
Kerala,Thiruvananthapuram,Maranelloor,Banana,Nendra Bale,09/09/2014,2500,3400,3200
Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,12/19/2022,1600,1800,1700
Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,05/25/2021,1300,1500,1400
Kerala,Thiruvananthapuram,Maranelloor,Banana,Palayamthodan,09/15/2023,1000,1200,1100
Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,01/19/2015,2900,3200,3000
Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,12/08/2001,2600,2800,2700
Kerala,Thiruvananthapuram,Maranelloor,Banana,Poovan,07/05/2023,3300,3500,3400
Kerala,Thiruvananthapuram,Maranelloor,Banana,Red Banana,11/20/2018,3800,4000,3900
Kerala,Thiruvananthapuram,Maranelloor,Banana,Red Banana,04/29/2008,3500,3700,3600
Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,12/28/2000,1700,1900,1800
Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,01/28/2004,1400,1600,1500
Kerala,Thiruvananthapuram,Maranelloor,Banana,Robusta,07/19/2004,1000,1300,1200
Kerala,Thiruvananthapuram,Parassala,Amaranthus,Amaranthus,08/17/2017,3500,4000,3500
Kerala,Thiruvananthapuram,Parassala,Banana,Banana - Ripe,03/05/2024,3800,4000,3800
Kerala,Thiruvananthapuram,Parassala,Banana,Palayamthodan,04/07/2021,1400,2000,1400
Kerala,Thiruvananthapuram,Parassala,Banana,Rasakathai,06/09/2016,3500,4000,3500
Kerala,Thiruvananthapuram,Parassala,Bitter gourd,Bitter Gourd,07/28/2002,5000,5500,5000
Kerala,Thiruvananthapuram,Parassala,Brinjal,Round,02/06/2004,6000,6500,6000
Kerala,Thiruvananthapuram,Parassala,Brinjal,Round/Long,03/19/2008,3000,3700,3000
Kerala,Thiruvananthapuram,Parassala,Colacasia,Colacasia,11/18/2018,4000,4500,4000
Kerala,Thiruvananthapuram,Parassala,Drumstick,Drumstick,09/27/2003,4000,5000,4000
Kerala,Thiruvananthapuram,Parassala,Ginger(Green),Green Ginger,12/16/2012,8000,9000,8000
Kerala,Thiruvananthapuram,Parassala,Pumpkin,Pumpkin,09/13/2012,1700,2000,1700
Kerala,Thiruvananthapuram,Parassala,Snakeguard,Snakeguard,06/08/2008,2600,3000,2600
Madhya Pradesh,Anupur,Jaithari,Paddy(Dhan)(Common),Other,05/27/2021,1750,1750,1750
Madhya Pradesh,Badwani,Sendhwa,Bhindi(Ladies Finger),Bhindi,10/21/2019,650,850,750
Madhya Pradesh,Badwani,Sendhwa,Bottle gourd,Bottle Gourd,08/01/2005,550,850,700
Madhya Pradesh,Badwani,Sendhwa,Brinjal,Brinjal,06/15/2007,500,900,700
Madhya Pradesh,Badwani,Sendhwa,Cauliflower,Cauliflower,10/15/2018,550,850,700
Madhya Pradesh,Badwani,Sendhwa,Green Chilli,Green Chilly,04/24/2005,600,1000,800
Madhya Pradesh,Badwani,Sendhwa,Spinach,Other,08/31/2019,550,850,700
Madhya Pradesh,Badwani,Sendhwa,Tomato,Tomato,03/31/2022,600,1000,800
Madhya Pradesh,Dhar,Dhar,Apple,Other,08/31/2004,2000,3000,2200
Madhya Pradesh,Dhar,Dhar,Banana,Other,10/25/2014,1200,1200,1200
Madhya Pradesh,Dhar,Dhar,Soyabean,Yellow,07/05/2017,3200,3200,3200
Madhya Pradesh,Dhar,Dhar,Wheat,Lokwan,09/13/2007,2000,2000,2000
Madhya Pradesh,Dhar,Dhar(F&V),Apple,Other,03/31/2013,2000,2000,2000
Madhya Pradesh,Dhar,Dhar(F&V),Banana,Other,01/19/2010,800,800,800
Madhya Pradesh,Dhar,Dhar(F&V),Orange,Other,06/09/2001,800,1000,900
Madhya Pradesh,Dindori,Gorakhpur,Linseed,Other,10/29/2023,3450,3500,3475
Madhya Pradesh,Dindori,Gorakhpur,Niger Seed (Ramtil),Other,08/17/2013,4100,4200,4150
Madhya Pradesh,Dindori,Gorakhpur,Paddy(Dhan)(Common),Other,12/13/2003,1300,1350,1325
Madhya Pradesh,Dindori,Gorakhpur,Soyabean,Local,01/11/2013,3300,3400,3350
Madhya Pradesh,Jhabua,Thandla,Bhindi(Ladies Finger),Bhindi,02/14/2022,1900,2100,2000
Madhya Pradesh,Jhabua,Thandla,Bitter gourd,Other,04/02/2007,1300,1600,1450
Madhya Pradesh,Jhabua,Thandla,Bottle gourd,Bottle Gourd,01/18/2004,1600,1800,1700
Madhya Pradesh,Jhabua,Thandla,Brinjal,Brinjal,09/10/2013,1500,1700,1600
Madhya Pradesh,Jhabua,Thandla,Cabbage,Cabbage,12/21/2011,1300,1500,1400
Madhya Pradesh,Jhabua,Thandla,Cauliflower,Cauliflower,05/31/2002,1400,1600,1500
Madhya Pradesh,Jhabua,Thandla,Coriander(Leaves),Other,03/02/2013,1500,1600,1550
Madhya Pradesh,Jhabua,Thandla,Cotton,DCH-32  (Ginned),04/13/2001,5300,5600,5400
Madhya Pradesh,Jhabua,Thandla,Green Chilli,Other,02/11/2016,2100,2300,2200
Madhya Pradesh,Jhabua,Thandla,Green Gram Dal (Moong Dal),Green Gram Dal,02/13/2015,3650,3650,3650
Madhya Pradesh,Jhabua,Thandla,Methi(Leaves),Methi,09/12/2002,1200,1400,1300
Madhya Pradesh,Jhabua,Thandla,Onion,Other,12/11/2009,600,700,650
Madhya Pradesh,Jhabua,Thandla,Paddy(Dhan)(Common),1001,07/07/2012,1300,1300,1300
Madhya Pradesh,Jhabua,Thandla,Spinach,Spinach,04/27/2002,1200,1400,1300
Madhya Pradesh,Jhabua,Thandla,Tomato,Deshi,10/30/2008,1500,1600,1550
Madhya Pradesh,Jhabua,Thandla,Wheat,147 Average,09/14/2011,1900,1920,1915
Madhya Pradesh,Khandwa,Pandhana(F&V),Tomato,Deshi,07/07/2022,1200,1400,1300
Madhya Pradesh,Narsinghpur,Gadarwada,Cabbage,Cabbage,09/29/2023,700,800,750
Madhya Pradesh,Narsinghpur,Gadarwada,Coriander(Leaves),Coriander,09/21/2004,300,500,400
Madhya Pradesh,Narsinghpur,Gadarwada,Green Chilli,Green Chilly,11/06/2003,2000,2500,2250
Madhya Pradesh,Sheopur,Sheopurkalan,Mustard,Mustard,01/20/2022,3160,3300,3250
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Carrot,Other,12/27/2003,400,500,450
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Orange,Other,03/10/2005,1000,1200,1100
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Potato,Other,05/21/2007,700,800,750
Madhya Pradesh,Sheopur,Syopurkalan(F&V),Tomato,Other,11/11/2008,500,600,550
Maharashtra,Ahmednagar,Newasa(Ghodegaon),Onion,Red,05/31/2012,200,600,400
Maharashtra,Ahmednagar,Rahata,Pomegranate,Other,03/02/2007,250,7000,4000
Maharashtra,Buldhana,Deoulgaon Raja,Cotton,Desi,11/01/2004,5100,5400,5300
Maharashtra,Jalgaon,Yawal,Banana,Other,05/30/2021,490,965,910
Maharashtra,Jalgaon,Yawal,Bengal Gram(Gram)(Whole),Other,10/01/2001,4000,4500,4220
Maharashtra,Jalgaon,Yawal,Cotton,Other,10/18/2018,5150,5850,5200
Maharashtra,Jalgaon,Yawal,Maize,Yellow,08/03/2001,1250,1630,1350
Maharashtra,Jalgaon,Yawal,Onion,Red,05/01/2025,410,625,510
Maharashtra,Kolhapur,Kolhapur,Apple,Other,02/13/2011,4000,11000,10000
Maharashtra,Kolhapur,Kolhapur,Brinjal,Other,05/10/2018,600,3000,1800
Maharashtra,Kolhapur,Kolhapur,Cabbage,Other,12/04/2000,800,1400,1100
Maharashtra,Kolhapur,Kolhapur,Cauliflower,Other,08/23/2024,600,1500,1050
Maharashtra,Kolhapur,Kolhapur,Coriander(Leaves),Other,02/27/2013,1400,3500,2450
Maharashtra,Kolhapur,Kolhapur,Green Chilli,Other,11/25/2000,2700,6500,4600
Maharashtra,Kolhapur,Kolhapur,Lime,Other,07/31/2015,750,6500,3625
Maharashtra,Kolhapur,Kolhapur,Mango,Hapus(Alphaso),11/04/2024,1000,8000,4500
Maharashtra,Kolhapur,Kolhapur,Onion,Other,05/03/2002,200,750,450
Maharashtra,Kolhapur,Kolhapur,Tomato,Other,12/09/2012,500,2200,1350
Maharashtra,Kolhapur,Kolhapur(Malkapur),Brinjal,Other,07/11/2011,150,380,250
Maharashtra,Kolhapur,Kolhapur(Malkapur),Cabbage,Other,01/30/2023,100,350,200
Maharashtra,Kolhapur,Kolhapur(Malkapur),Cauliflower,Other,02/05/2023,100,300,250
Maharashtra,Kolhapur,Kolhapur(Malkapur),Tomato,Other,07/20/2023,100,300,200
Maharashtra,Nagpur,Savner,Arhar (Tur/Red Gram)(Whole),Other,01/14/2015,4725,4945,4860
Maharashtra,Nagpur,Savner,Bengal Gram(Gram)(Whole),Other,04/25/2012,3745,3745,3745
Maharashtra,Nagpur,Savner,Cotton,Other,04/24/2009,5325,5325,5325
Maharashtra,Nagpur,Savner,Wheat,Other,08/24/2016,1935,2040,2000
Maharashtra,Nanded,Bhokar,Arhar (Tur/Red Gram)(Whole),Other,04/13/2008,3800,4751,4000
Maharashtra,Nanded,Bhokar,Bengal Gram(Gram)(Whole),Other,06/27/2002,3500,3751,3651
Maharashtra,Nanded,Bhokar,Turmeric,Other,11/30/2023,5200,5200,5200
Maharashtra,Nanded,Bhokar,Wheat,Other,03/11/2016,1800,1950,1900
Maharashtra,Nashik,Lasalgaon(Niphad),Onion,Red,04/17/2015,251,441,351
Maharashtra,Pune,Pune,Apple,Other,06/06/2021,4000,14000,7800
Maharashtra,Pune,Pune,Beans,Other,07/01/2013,3000,4000,3500
Maharashtra,Pune,Pune,Beetroot,Other,01/12/2022,700,1400,1000
Maharashtra,Pune,Pune,Bhindi(Ladies Finger),Other,02/26/2016,1000,4000,2500
Maharashtra,Pune,Pune,Bitter gourd,Other,01/31/2010,3000,5000,4000
Maharashtra,Pune,Pune,Bottle gourd,Other,05/10/2014,1000,2000,1500
Maharashtra,Pune,Pune,Brinjal,Other,05/25/2022,1000,2000,1500
Maharashtra,Pune,Pune,Cabbage,Other,01/06/2018,700,1000,800
Maharashtra,Pune,Pune,Carrot,Other,04/11/2019,700,1200,1000
Maharashtra,Pune,Pune,Cauliflower,Other,07/10/2012,600,1300,1000
Maharashtra,Pune,Pune,Chikoos(Sapota),Other,03/02/2005,1000,2500,1500
Maharashtra,Pune,Pune,Chilly Capsicum,Other,05/02/2025,2000,3500,2500
Maharashtra,Pune,Pune,Coriander(Leaves),Other,07/10/2020,2,5,4
Maharashtra,Pune,Pune,Cucumbar(Kheera),Other,07/09/2015,1000,3000,2000
Maharashtra,Pune,Pune,Drumstick,Other,08/23/2013,2000,4000,3000
Maharashtra,Pune,Pune,Elephant Yam (Suran),Other,07/31/2021,1200,1500,1300
Maharashtra,Pune,Pune,Garlic,Other,03/01/2001,800,5000,2000
Maharashtra,Pune,Pune,Ginger(Dry),Other,04/08/2016,3500,6750,4500
Maharashtra,Pune,Pune,Grapes,Other,08/15/2005,1500,6000,3000
Maharashtra,Pune,Pune,Green Chilli,Other,10/02/2002,3000,6500,3500
Maharashtra,Pune,Pune,Guar,Other,01/19/2000,4000,6000,5000
Maharashtra,Pune,Pune,Guava,Other,08/13/2025,2000,5000,3500
Maharashtra,Pune,Pune,Karbuja(Musk Melon),Other,06/20/2020,1500,2500,1700
Maharashtra,Pune,Pune,Lime,Other,08/11/2001,400,3000,1000
Maharashtra,Pune,Pune,Little gourd (Kundru),Other,07/03/2022,1500,3000,2000
Maharashtra,Pune,Pune,Mint(Pudina),Other,06/28/2024,2,3,2
Maharashtra,Pune,Pune,Onion,Local,07/17/2006,200,550,300
Maharashtra,Pune,Pune,Onion Green,Other,11/30/2006,3,6,5
Maharashtra,Pune,Pune,Orange,Other,06/26/2008,1300,5800,2900
Maharashtra,Pune,Pune,Pear(Marasebu),Other,01/29/2000,6000,12000,8000
Maharashtra,Pune,Pune,Peas Wet,Other,01/22/2000,1600,2000,1800
Maharashtra,Pune,Pune,Pineapple,Other,02/09/2003,1000,2000,1400
Maharashtra,Pune,Pune,Potato,Other,01/24/2003,800,1350,1100
Maharashtra,Pune,Pune,Pumpkin,Other,02/17/2015,800,2000,1500
Maharashtra,Pune,Pune,Raddish,Other,06/25/2007,7,20,12
Maharashtra,Pune,Pune,Rajgir,Other,10/24/2021,3,5,4
Maharashtra,Pune,Pune,Ridgeguard(Tori),Other,04/14/2022,2500,4500,3000
Maharashtra,Pune,Pune,Snakeguard,Other,03/29/2013,1500,2000,1700
Maharashtra,Pune,Pune,Spinach,Other,01/11/2004,3,5,4
Maharashtra,Pune,Pune,Sweet Potato,Other,08/11/2024,1000,2500,1500
Maharashtra,Pune,Pune,Sweet Pumpkin,Other,02/21/2000,600,1800,1000
Maharashtra,Pune,Pune,Tender Coconut,Other,11/08/2003,300,900,400
Maharashtra,Pune,Pune,Tomato,Local,07/19/2010,700,1400,1000
Maharashtra,Pune,Pune,Water Melon,Other,09/21/2005,300,1000,400
Maharashtra,Pune,Pune(Hadapsar),Bhindi(Ladies Finger),Other,05/31/2021,4000,6000,5000
Maharashtra,Pune,Pune(Hadapsar),Bitter gourd,Other,12/29/2012,4000,6000,5000
Maharashtra,Pune,Pune(Hadapsar),Bottle gourd,Other,07/07/2019,1000,2000,1500
Maharashtra,Pune,Pune(Hadapsar),Brinjal,Other,12/14/2018,1000,2500,1800
Maharashtra,Pune,Pune(Hadapsar),Cabbage,Other,02/07/2022,600,1000,800
Maharashtra,Pune,Pune(Hadapsar),Cauliflower,Other,07/09/2024,600,1200,1000
Maharashtra,Pune,Pune(Hadapsar),Coriander(Leaves),Other,05/21/2012,2,4,3
Maharashtra,Pune,Pune(Hadapsar),Cucumbar(Kheera),Other,06/16/2010,2000,4000,3000
Maharashtra,Pune,Pune(Hadapsar),Grapes,Other,05/09/2010,3000,3000,3000
Maharashtra,Pune,Pune(Hadapsar),Guava,Other,10/31/2014,4000,4700,4500
Maharashtra,Pune,Pune(Hadapsar),Leafy Vegetable,Other,07/04/2023,1800,1800,1800
Maharashtra,Pune,Pune(Hadapsar),Methi(Leaves),Other,10/25/2021,3,10,6
Maharashtra,Pune,Pune(Hadapsar),Mint(Pudina),Other,03/17/2019,6,6,6
Maharashtra,Pune,Pune(Hadapsar),Onion,Local,09/01/2019,200,600,300
Maharashtra,Pune,Pune(Hadapsar),Onion Green,Other,08/09/2010,3,7,5
Maharashtra,Pune,Pune(Hadapsar),Peas Wet,Other,07/23/2009,3000,5000,4000
Maharashtra,Pune,Pune(Hadapsar),Raddish,Other,01/09/2015,3,12,8
Maharashtra,Pune,Pune(Hadapsar),Rajgir,Other,03/10/2012,2,4,3
Maharashtra,Pune,Pune(Hadapsar),Ridgeguard(Tori),Other,07/26/2018,5000,7000,6000
Maharashtra,Pune,Pune(Hadapsar),Spinach,Other,10/31/2012,1,4,3
Maharashtra,Pune,Pune(Hadapsar),Tomato,Other,12/05/2013,700,1800,1400
Maharashtra,Pune,Pune(Hadapsar),Water Melon,Other,04/16/2008,700,900,800
Maharashtra,Pune,Pune(Khadiki),Carrot,Other,11/02/2018,800,1000,900
Maharashtra,Pune,Pune(Khadiki),Cauliflower,Other,08/11/2007,700,800,750
Maharashtra,Pune,Pune(Khadiki),Coriander(Leaves),Other,06/08/2007,3,4,4
Maharashtra,Pune,Pune(Khadiki),Green Chilli,Other,02/24/2002,1600,3200,2400
Maharashtra,Pune,Pune(Khadiki),Onion,Local,10/11/2020,300,500,400
Maharashtra,Pune,Pune(Khadiki),Onion Green,Other,05/12/2015,5,5,5
Maharashtra,Pune,Pune(Khadiki),Potato,Other,09/08/2019,500,1200,850
Maharashtra,Pune,Pune(Khadiki),Raddish,Other,12/16/2023,8,8,8
Maharashtra,Pune,Pune(Khadiki),Spinach,Other,09/17/2024,3,5,4
Maharashtra,Pune,Pune(Khadiki),Tomato,Local,06/10/2005,800,1200,1000
Maharashtra,Pune,Pune(Pimpri),Beans,Other,11/16/2020,3000,4200,3600
Maharashtra,Pune,Pune(Pimpri),Beetroot,Other,04/20/2005,1400,1400,1400
Maharashtra,Pune,Pune(Pimpri),Bottle gourd,Other,01/14/2006,2000,2000,2000
Maharashtra,Pune,Pune(Pimpri),Brinjal,Other,04/15/2001,2200,3000,2600
Maharashtra,Pune,Pune(Pimpri),Cabbage,Other,11/24/2024,1500,1600,1550
Maharashtra,Pune,Pune(Pimpri),Cauliflower,Other,06/15/2015,1200,1200,1200
Maharashtra,Pune,Pune(Pimpri),Coriander(Leaves),Other,03/28/2011,3,4,4
Maharashtra,Pune,Pune(Pimpri),Drumstick,Other,09/19/2007,5000,5000,5000
Maharashtra,Pune,Pune(Pimpri),Onion,Local,01/29/2006,500,600,550
Maharashtra,Pune,Pune(Pimpri),Potato,Other,04/10/2007,1000,1000,1000
Maharashtra,Pune,Pune(Pimpri),Raddish,Other,06/12/2016,8,12,10
Maharashtra,Pune,Pune(Pimpri),Spinach,Other,07/02/2021,8,9,9
Maharashtra,Pune,Pune(Pimpri),Tomato,Local,08/02/2009,1200,1200,1200
Maharashtra,Satara,Karad,Apple,Simla,05/11/2024,5400,8000,8000
Maharashtra,Satara,Karad,Banana,Other,02/18/2012,600,1000,1000
Maharashtra,Satara,Karad,Beans,Other,04/04/2013,2000,2500,2500
Maharashtra,Satara,Karad,Bhindi(Ladies Finger),Other,09/27/2000,3500,4000,4000
Maharashtra,Satara,Karad,Bitter gourd,Other,01/11/2014,3000,3700,3700
Maharashtra,Satara,Karad,Bottle gourd,Other,12/04/2000,500,1000,1000
Maharashtra,Satara,Karad,Brinjal,Other,01/30/2018,500,800,800
Maharashtra,Satara,Karad,Cabbage,Other,01/04/2014,500,1000,1000
Maharashtra,Satara,Karad,Carrot,Other,04/14/2013,500,1000,1000
Maharashtra,Satara,Karad,Cauliflower,Other,10/30/2012,400,900,900
Maharashtra,Satara,Karad,Chikoos(Sapota),Other,08/06/2024,2000,2500,2500
Maharashtra,Satara,Karad,Chilly Capsicum,Other,03/27/2019,3000,3500,3500
Maharashtra,Satara,Karad,Coriander(Leaves),Other,08/09/2013,1,2,2
Maharashtra,Satara,Karad,Cucumbar(Kheera),Other,10/28/2018,1500,2000,2000
Maharashtra,Satara,Karad,Drumstick,Other,08/27/2008,1600,2000,2000
Maharashtra,Satara,Karad,Garlic,Other,02/22/2010,3000,3400,3400
Maharashtra,Satara,Karad,Ginger(Dry),Other,11/07/2014,5000,6500,6500
Maharashtra,Satara,Karad,Grapes,Other,10/20/2022,1500,2250,2250
Maharashtra,Satara,Karad,Green Chilli,Other,09/03/2011,3500,4500,4500
Maharashtra,Satara,Karad,Guar,Other,07/15/2023,4000,4600,4600
Maharashtra,Satara,Karad,Onion,Other,12/28/2009,400,800,800
Maharashtra,Satara,Karad,Onion Green,Other,04/10/2022,2,3,3
Maharashtra,Satara,Karad,Peas Wet,Other,04/14/2019,2000,2600,2600
Maharashtra,Satara,Karad,Pomegranate,Other,10/06/2018,2000,2500,2500
Maharashtra,Satara,Karad,Potato,Local,07/14/2020,1000,1500,1500
Maharashtra,Satara,Karad,Ridgeguard(Tori),Other,05/30/2004,3000,3800,3800
Maharashtra,Satara,Karad,Spinach,Other,07/25/2006,1,2,2
Maharashtra,Satara,Karad,Sweet Potato,Hosur Red,02/07/2015,1000,1800,1800
Maharashtra,Satara,Karad,Tomato,Other,12/19/2005,600,1000,1000
Maharashtra,Satara,Karad,Water Melon,Other,08/30/2011,600,700,700
Maharashtra,Sholapur,Akluj,Brinjal,Other,05/30/2020,1500,2500,2000
Maharashtra,Sholapur,Akluj,Potato,Local,11/14/2015,1200,1600,1400
Maharashtra,Sholapur,Mangal Wedha,Bhindi(Ladies Finger),Other,02/03/2012,800,4300,2800
Maharashtra,Sholapur,Mangal Wedha,Bitter gourd,Other,09/28/2020,3100,3100,3100
Maharashtra,Sholapur,Mangal Wedha,Brinjal,Other,08/28/2016,600,2400,1300
Maharashtra,Sholapur,Mangal Wedha,Coriander(Leaves),Other,12/06/2014,1,3,2
Maharashtra,Sholapur,Mangal Wedha,Cucumbar(Kheera),Other,11/17/2001,400,3600,2000
Maharashtra,Sholapur,Mangal Wedha,Green Chilli,Other,07/01/2018,3500,6600,5000
Maharashtra,Sholapur,Mangal Wedha,Onion,Other,04/28/2011,100,700,500
Maharashtra,Sholapur,Mangal Wedha,Ridgeguard(Tori),Other,01/06/2025,1000,5900,2900
Maharashtra,Sholapur,Mangal Wedha,Tomato,Other,07/21/2023,300,1700,1000
Maharashtra,Sholapur,Pandharpur,Banana,Other,06/02/2008,425,511,475
Manipur,Bishnupur,Bishenpur,Banana,Other,03/20/2006,3300,4000,3500
Manipur,Bishnupur,Bishenpur,Bengal Gram Dal (Chana Dal),Bengal Gram Dal,01/19/2023,0,9600,9600
Manipur,Bishnupur,Bishenpur,Cabbage,Cabbage,05/17/2007,1100,1300,1300
Manipur,Bishnupur,Bishenpur,Cauliflower,Cauliflower,02/18/2012,2300,2500,2500
Manipur,Bishnupur,Bishenpur,Ginger(Green),Green Ginger,12/06/2013,4300,4500,4500
Manipur,Bishnupur,Bishenpur,Masur Dal,Masur Dal,05/14/2002,7300,7350,7300
Manipur,Bishnupur,Bishenpur,Onion,Onion,05/13/2010,2400,2500,2500
Manipur,Bishnupur,Bishenpur,Paddy(Dhan)(Common),Other,11/23/2012,2250,2250,2250
Manipur,Bishnupur,Bishenpur,Potato,Other,09/04/2010,800,1000,1000
Manipur,Bishnupur,Bishenpur,Rice,Other,07/10/2000,3700,3700,3700
Manipur,Chandel,Moreh,Banana,Other,05/13/2016,2800,3200,3000
Manipur,Chandel,Moreh,Cabbage,Other,12/26/2009,800,1200,1000
Manipur,Chandel,Moreh,Cauliflower,Other,10/09/2019,1800,2200,2000
Manipur,Chandel,Moreh,Dry Chillies,Other,06/15/2011,13000,13500,13300
